RK,NAME,WEEK,RESULT,QBR,PAA,PLAYS,EPA,PASS,RUN,SACK,PEN,RAW,YEAR
16,Carson WentzPHI,13,L32-14at CIN,56.6,1.1,67,4.1,2.6,1.7,-0.2,-0.4,55.6,2016
17,Cam NewtonCAR,13,L40-7at SEA,51.3,-0.2,37,2.2,1.9,0.2,0,0.1,47.7,2016
18,Sam BradfordMIN,13,L17-15vs. DAL,49.2,0.3,55,5.8,3.8,1.2,-0.9,-0.1,51.9,2016
19,Philip RiversSD,13,L28-21vs. TB,42.3,-0.4,33,2.9,0.8,0.9,-1.2,0,45.3,2016
20,Matt BarkleyCHI,13,W26-6vs. SF,33.4,-0.7,24,1.5,3.6,-2.4,-0.3,0,39.7,2016
21,Tom BradyNE,13,W26-10vs. LAR,31.6,-2.1,49,1.8,1.8,0,0,0,35.1,2016
22,Tyrod TaylorBUF,13,L38-24at OAK,31.3,-2.8,47,1.6,-3,2.8,-1.8,-0.1,30.3,2016
23,Ryan TannehillMIA,13,L38-6at BAL,25.6,-3.9,47,0.4,0.3,0,-0.2,-0.1,23.8,2016
24,Blake BortlesJAX,13,L20-10vs. DEN,22,-5.2,50,-0.1,-4.9,4,-0.1,0.7,18.6,2016
25,Eli ManningNYG,13,L24-14at PIT,19.8,-6,46,-1,-2.5,0,-1.2,0.3,13.7,2016
26,Bryce PettyNYJ,13,L41-10vs. IND,19,-2.3,27,0.1,0.1,0,-0.1,0,23.3,2016
27,Paxton LynchDEN,13,W20-10at JAX,17.6,-3.4,29,-0.5,-0.5,-0.5,-0.7,-0.1,15.9,2016
28,Drew BreesNO,13,L28-13vs. DET,14.2,-3.5,47,0.9,3.3,-1.4,-0.2,-1.3,25.7,2016
29,Jared GoffLAR,13,L26-10at NE,11.2,-7.4,41,-1.8,-2.8,0,-1.1,-0.2,7.1,2016
1,Sam BradfordMIN,14,W25-16at JAX,80.3,3.4,38,7.1,6.3,0.8,0,-0.1,78.2,2016
2,Tom BradyNE,14,W30-23vs. BAL,79.7,4.5,41,7.6,7.5,0,-0.2,0,82.3,2016
3,Kirk CousinsWSH,14,W27-22at PHI,75.2,1.6,28,4.4,2.8,0.3,-0.8,0.5,69.3,2016
4,Matt RyanATL,14,W42-14at LAR,70.9,1.6,30,3,2.8,0,-0.2,0,68.4,2016
5,Aaron RodgersGB,14,W38-10vs. SEA,69.9,1.9,27,3.3,4.8,-1.8,-0.1,0.2,72.7,2016
6,Andy DaltonCIN,14,W23-10at CLE,62.4,1.6,34,3.7,1.1,0.9,-1.6,0,66.3,2016
7,Joe FlaccoBAL,14,L30-23at NE,60,-0.4,58,4.8,4,-0.4,-1.5,-0.2,47.8,2016
8,Brock OsweilerHOU,14,W22-17at IND,59,0.7,29,3.6,1.7,0,-1,0.9,58.6,2016
9,Carson WentzPHI,14,L27-22vs. WSH,55.8,3.8,56,9.5,6.4,0.7,-1.6,0.7,72.4,2016
10,Matthew StaffordDET,14,W20-17vs. CHI,55.4,2.6,46,7.2,1.1,2.6,-1.4,2.1,68.9,2016
11,Trevor SiemianDEN,14,L13-10at TEN,53.5,-0.6,56,4.8,3.2,0,-1.7,-0.1,46.5,2016
12,Ryan TannehillMIA,14,W26-23vs. ARI,49.4,0.2,28,3,3.7,-1.4,-0.5,0.2,52.8,2016
13,Alex SmithKC,14,W21-13vs. OAK,49.1,0.4,32,3.6,2.2,0.9,-0.4,0.1,54.8,2016
14,Andrew LuckIND,14,L22-17vs. HOU,45.5,-1.2,53,4.1,0.1,1.7,-1,1.3,41.8,2016
15,Jameis WinstonTB,14,W16-11vs. NO,43.4,1,38,4.8,2.5,0.8,-1,0.5,59.6,2016
16,Blake BortlesJAX,14,L25-16vs. MIN,41.7,-1.8,50,2.9,-0.1,0.9,-1.4,0.7,37.3,2016
17,Matt BarkleyCHI,14,L20-17at DET,33.3,-0.7,40,3.4,2.5,0,-0.7,0.2,44.2,2016
18,Bryce PettyNYJ,14,W23-17at SF,28.9,-3.2,50,1.7,-1.7,0.9,-2.9,-0.4,28.8,2016
19,Marcus MariotaTEN,14,W13-10vs. DEN,27.8,-2.4,29,0.5,-3,2.3,-1.1,0.1,23.8,2016
20,Philip RiversSD,14,L28-16at CAR,27.4,-4.8,47,0,-1.5,0,-1.6,-0.1,19,2016
21,Drew BreesNO,14,L16-11at TB,26.9,-4,49,1,0.6,0.4,0,-0.1,24,2016
22,Colin KaepernickSF,14,L23-17vs. NYJ,26.5,-1.9,33,1.2,-1.1,1.2,-0.8,0.2,30.2,2016
23,Tyrod TaylorBUF,14,L27-20vs. PIT,24.3,-3.4,37,0.3,-1.4,-0.6,-1.6,0.7,21.5,2016
24,Carson PalmerARI,14,L26-23at MIA,22.7,-4.9,45,-0.3,-0.9,-1.4,-1.4,0.7,17.9,2016
25,Cam NewtonCAR,14,W28-16vs. SD,21.6,-3.6,42,0.5,-0.7,-0.2,-0.8,0.5,23.1,2016
26,Russell WilsonSEA,14,L38-10at GB,18.8,-5,49,0,-2.2,1.2,-0.8,0.2,19.3,2016
27,Dak PrescottDAL,14,L10-7at NYG,17.2,-6.1,43,-1.6,-2.9,-0.2,-1.4,0.1,12,2016
28,Ben RoethlisbergerPIT,14,W27-20at BUF,14.4,-4.2,34,-0.7,-0.6,0,0,-0.1,14.7,2016
29,Robert Griffin IIICLE,14,L23-10vs. CIN,13.6,-4.4,39,-0.3,-1.9,1.1,-0.7,-0.1,16.7,2016
30,Eli ManningNYG,14,W10-7vs. DAL,10.7,-4.8,33,-1.4,-2.8,0,-1.6,-0.2,11.5,2016
31,Derek CarrOAK,14,L21-13at KC,8.7,-9.1,47,-4,-4.1,-0.8,-0.6,0.2,6,2016
32,Jared GoffLAR,14,L42-14vs. ATL,7.7,-8.2,49,-1.6,-2.6,0.2,-0.9,-0.1,8.5,2016
1,Matt RyanATL,15,W41-13vs. SF,96.1,6.6,27,6.5,6,0,-0.2,0.3,97,2016
2,Matt MooreMIA,15,W34-13at NYJ,93.6,4,22,5.6,5.6,0,-0.1,-0.1,93,2016
3,Andrew LuckIND,15,W34-6at MIN,91.7,4.5,33,6.1,6.3,-0.3,0,0.1,87.5,2016
4,Tyrod TaylorBUF,15,W33-13vs. CLE,88.9,5.7,32,7.7,5.9,1.5,-0.3,0,92.6,2016
5,Dak PrescottDAL,15,W26-20vs. TB,81.8,5,44,9.2,7,1.5,-1,-0.2,83.5,2016
6,Drew BreesNO,15,W48-41at ARI,78,4,53,9,8.4,0,-0.9,-0.3,74.5,2016
7,Carson PalmerARI,15,L48-41vs. NO,77.6,5.9,44,9,8.1,0,-0.5,0.4,86.9,2016
8,Russell WilsonSEA,15,W24-3vs. LAR,76.7,3.6,38,6.6,4.2,1.8,-0.5,0.1,79.4,2016
9,Matthew StaffordDET,15,L17-6at NYG,72.8,1.8,45,5.6,4.6,-0.2,-0.6,0.5,63.8,2016
10,Tom SavageHOU,15,W21-20vs. JAX,71.9,3.2,42,7.3,6.4,-0.2,0,1,74.9,2016
11,Ben RoethlisbergerPIT,15,W24-20at CIN,70.1,2.6,43,6.7,6.1,0,-0.2,0.3,70.5,2016
12,Colin KaepernickSF,15,L41-13at ATL,67.7,1.6,39,3.1,1.9,0.4,-0.9,0,64,2016
13,Eli ManningNYG,15,W17-6vs. DET,61.6,2.6,30,5.6,4.5,0,-1,0,77,2016
14,Derek CarrOAK,15,W19-16at SD,55.9,0.1,38,4,1,1.6,-1,0.4,51.2,2016
15,Matt BarkleyCHI,15,L30-27vs. GB,52.6,1.4,48,5.9,5.4,0,-0.5,0.1,60.2,2016
16,Tom BradyNE,15,W16-3at DEN,52.2,-1.1,37,2.5,1.5,0,-0.9,0.1,40.1,2016
17,Marcus MariotaTEN,15,W19-17at KC,51.9,-0.8,36,2.8,1.7,0,-0.5,0.6,42.2,2016
18,Philip RiversSD,15,L19-16vs. OAK,50.2,0.6,33,3.9,2.5,0,-1.4,0,55.9,2016
19,Carson WentzPHI,15,L27-26at BAL,49.4,-0.3,48,4.4,-0.4,3.8,-0.7,0.2,47.5,2016
20,Kirk CousinsWSH,15,L26-15vs. CAR,48.4,-0.9,51,3.6,2.2,0.8,-0.5,0.2,43.6,2016
21,Andy DaltonCIN,15,L24-20vs. PIT,47.2,-0.6,30,2.4,-0.2,1.1,-0.7,0.9,43.2,2016
22,Joe FlaccoBAL,15,W27-26vs. PHI,46.8,-0.3,33,2.9,1.1,0,-1.7,0.1,46.3,2016
23,Cam NewtonCAR,15,W26-15at WSH,45.9,0.8,41,4.4,4.4,-0.7,-0.6,0,57.3,2016
24,Robert Griffin IIICLE,15,L33-13at BUF,40.5,-1.1,43,2.3,-0.6,0.8,-1.8,0.2,41.1,2016
25,Jameis WinstonTB,15,L26-20at DAL,39.1,-2,45,2.3,1.2,0.4,-1.3,-0.5,34.5,2016
26,Aaron RodgersGB,15,W30-27at CHI,37.2,-0.6,39,3.3,1.2,-0.9,-2.8,0.2,44.5,2016
27,Alex SmithKC,15,L19-17vs. TEN,33.3,-1.7,34,1.6,1.2,0.2,-0.4,-0.1,33.3,2016
28,Sam BradfordMIN,15,L34-6vs. IND,25.2,-2.9,49,0.8,0,0,-0.9,-0.1,30.4,2016
29,Jared GoffLAR,15,L24-3at SEA,17.7,-4.2,35,-0.5,-3.6,0,-2.2,0.9,15.7,2016
30,Trevor SiemianDEN,15,L16-3vs. NE,16.4,-6,46,-1.1,-3.4,0.1,-2.1,0.2,13.6,2016
31,Blake BortlesJAX,15,L21-20at HOU,14.8,-5.7,37,-1.9,-4,0.1,-1.3,0.8,10.2,2016
32,Bryce PettyNYJ,15,L34-13vs. MIA,12.2,-6.1,43,-1.5,-3.3,0,-1.2,0.6,11.8,2016
1,Aaron RodgersGB,16,W38-25vs. MIN,95.1,8.8,45,10.2,4.8,3.5,-1.8,0.1,94.2,2016
2,Tom BradyNE,16,W41-3vs. NYJ,95,6.9,31,6.6,6,0,-0.1,0.5,95.8,2016
3,Kirk CousinsWSH,16,W41-21at CHI,94.3,7.5,34,8.6,4.1,3.6,0,0.8,95.7,2016
4,Dak PrescottDAL,16,W42-21vs. DET,86.3,5.6,31,8.1,5.9,1.2,-0.6,0.3,92.9,2016
5,Matt RyanATL,16,W33-16at CAR,82.2,3.2,43,5.9,4.5,0.1,-1.7,-0.3,74.2,2016
6,Alex SmithKC,16,W33-10vs. DEN,81.8,3.9,43,6.5,3.7,2.8,0,0,78.4,2016
7,Tyrod TaylorBUF,16,L34-31vs. MIA,80.4,5.4,55,10.4,9.1,0.9,-0.5,0,80,2016
8,Drew BreesNO,16,W31-24vs. TB,78.2,4.1,41,7.8,6.6,-0.1,-0.8,0.5,80.2,2016
9,Carson WentzPHI,16,W24-19vs. NYG,75.4,1.9,27,4.3,2.4,2,0,-0.1,72.7,2016
10,Ben RoethlisbergerPIT,16,W31-27vs. BAL,74.9,3,33,6.2,5.6,0,0,0.7,78,2016
11,Carson PalmerARI,16,W34-31at SEA,73.3,1.8,30,4.8,3.9,0,-0.5,0.3,70.4,2016
12,Derek CarrOAK,16,W33-25vs. IND,72.9,3.3,37,5.7,5.5,0.2,-0.1,-0.2,77.7,2016
13,Joe FlaccoBAL,16,L31-27at PIT,72.8,1.9,48,6.5,5.5,0,-1.1,-0.1,63.3,2016
14,Matt MooreMIA,16,W34-31at BUF,64.4,1.3,30,4.2,4,0,0,0.2,65,2016
15,Colin KaepernickSF,16,W22-21at LAR,63.2,1.5,51,6,2.2,2.1,-1.9,-0.3,60.4,2016
16,Russell WilsonSEA,16,L34-31vs. ARI,61,2.4,65,8.3,5.1,-0.9,-3.1,0.9,63,2016
17,Andrew LuckIND,16,L33-25at OAK,56.3,0.5,34,2.5,2.8,-0.4,0,0.1,55.1,2016
18,Robert Griffin IIICLE,16,W20-17vs. SD,54.8,0.8,41,4.9,-0.4,2.5,-2.6,0.2,57,2016
19,Andy DaltonCIN,16,L12-10at HOU,52.6,-1,44,3.5,1.7,0,-1.7,0,42,2016
20,Matthew StaffordDET,16,L42-21at DAL,51.5,-0.5,53,3.9,1.6,1.1,-1.4,-0.2,46.6,2016
21,Eli ManningNYG,16,L24-19at PHI,51.1,-1.1,64,5,5.2,0,0,-0.1,43.7,2016
22,Philip RiversSD,16,L20-17at CLE,48.8,0.5,48,5.4,4.9,0,0,0.5,53.8,2016
23,Sam BradfordMIN,16,L38-25at GB,48.6,0.1,59,3.7,3.2,0,-1,-0.4,50.4,2016
24,Blake BortlesJAX,16,W38-17vs. TEN,46.3,-0.5,44,3.6,2.4,0.1,-0.9,0.2,46.2,2016
25,Tom SavageHOU,16,W12-10vs. CIN,45.5,0.2,37,3.9,0.9,0.6,-1.7,0.8,51.5,2016
26,Marcus MariotaTEN,16,L38-17at JAX,45.4,-0.5,23,1.7,1.1,0.1,-0.5,0,42.4,2016
27,Jameis WinstonTB,16,L31-24at NO,43.5,0.4,44,4.3,3.7,-1.1,-1,0.7,52.9,2016
28,Matt CasselTEN,16,L38-17at JAX,40.8,-0.8,23,0.6,1.1,-0.6,-0.1,0,37.8,2016
29,Matt BarkleyCHI,16,L41-21vs. WSH,26.4,-0.9,43,2.2,1.6,0,-0.3,0.3,42.8,2016
30,Trevor SiemianDEN,16,L33-10at KC,24.7,-5.2,49,-0.2,0.1,0,0,-0.3,18.1,2016
31,Jared GoffLAR,16,L22-21vs. SF,19.2,-2.6,31,0.6,-1.6,-0.1,-1.9,0.4,23.7,2016
32,Cam NewtonCAR,16,L33-16vs. ATL,15.7,-6,54,-0.3,-0.9,0.1,-0.3,0.1,17.2,2016
33,Ryan FitzpatrickNYJ,16,L41-3at NE,7.5,-4.9,23,-1.1,-1,-0.1,0,0,4.7,2016
1,Matt RyanATL,17,W38-32vs. NO,94.8,11.3,45,9.4,8.1,0,-0.3,0.9,97.2,2016
2,Tom BradyNE,17,W35-14at MIA,90.2,5.3,39,7.3,6,1.1,0,0.2,87.2,2016
3,Sam BradfordMIN,17,W38-10vs. CHI,88.2,6.6,36,8.5,7.6,1.2,0,-0.3,93,2016
4,Alex SmithKC,17,W37-27at SD,80.1,3.4,40,6.9,4.5,0.6,-0.5,1.2,77,2016
5,Matt MooreMIA,17,L35-14vs. NE,77.1,2.5,36,4.8,5.3,-0.3,0,-0.2,73.1,2016
6,Matt CasselTEN,17,W24-17vs. HOU,76.7,2.6,36,5.6,5,-0.7,-1.2,0.1,73.9,2016
7,Carson WentzPHI,17,W27-13vs. DAL,67.4,2.8,50,7.9,6.2,0.5,-0.9,0.4,69.1,2016
8,Aaron RodgersGB,17,W31-24at DET,67.2,4.7,56,10,7.9,1.9,-0.5,-0.3,76.4,2016
9,Matthew StaffordDET,17,L31-24vs. GB,64.9,2.9,45,6.6,5.4,0,-1.1,0.1,71.6,2016
10,Brock OsweilerHOU,17,L24-17at TEN,62.4,0.7,46,4.3,1.9,1,-1.6,-0.1,55.7,2016
11,Carson PalmerARI,17,W44-6at LAR,55.9,0.4,42,3.8,3.4,0,-0.1,0.4,53,2016
12,Robert Griffin IIICLE,17,L27-24at PIT,55.7,-0.8,52,4.4,1.5,0.7,-2.1,0,44.8,2016
13,Andrew LuckIND,17,W24-20vs. JAX,53.4,1,49,5.7,4.9,-0.9,-1.5,0.2,57.2,2016
14,Trevor SiemianDEN,17,W24-6vs. OAK,50.8,0.6,32,2.8,2.6,0,0,0.3,56.5,2016
15,Andy DaltonCIN,17,W27-10vs. BAL,48.3,0.2,32,2.6,2.8,-0.6,-0.3,0.1,52.7,2016
16,Drew BreesNO,17,L38-32at ATL,48.3,-0.9,55,2.6,2.4,0,-0.2,-0.1,44.2,2016
17,Blake BortlesJAX,17,L24-20at IND,47.6,-0.4,45,3.7,1.7,0.7,-1.4,-0.1,47.2,2016
18,Ryan FitzpatrickNYJ,17,W30-10vs. BUF,46.5,0.4,33,3.2,4.9,-1.7,-0.1,-0.1,54.1,2016
19,Jameis WinstonTB,17,W17-16vs. CAR,44.5,-1.2,41,3,-0.4,1.8,-1.7,-0.1,39.8,2016
20,Russell WilsonSEA,17,W25-23at SF,43.4,-0.7,35,2.8,3.1,-0.5,-0.4,-0.1,43.2,2016
21,Landry JonesPIT,17,W27-24vs. CLE,41.3,0.3,45,4.8,2.3,0,-2.3,0.2,52.4,2016
22,Eli ManningNYG,17,W19-10at WSH,33.9,-0.4,29,2.4,2.1,0,-0.6,-0.4,44.7,2016
23,Colin KaepernickSF,17,L25-23vs. SEA,32,-1.4,32,1.8,1.2,-1.4,-1.9,0.2,35.1,2016
24,Joe FlaccoBAL,17,L27-10at CIN,31.8,-2.9,52,1.8,0.6,0,-1.4,-0.2,31,2016
25,Cam NewtonCAR,17,L17-16at TB,31,-2.6,39,1.3,-0.9,0.1,-1.9,0.2,27.8,2016
26,Philip RiversSD,17,L37-27vs. KC,27.1,-3.3,42,0.7,0.6,-0.1,0,0.2,24.9,2016
27,Kirk CousinsWSH,17,L19-10vs. NYG,18.3,-4.6,40,-0.5,-2.5,0,-2.1,-0.1,16.3,2016
28,EJ ManuelBUF,17,L30-10at NYJ,16.1,-3,24,-0.5,-1.7,0.2,-1.1,0,14.9,2016
29,Connor CookOAK,17,L24-6at DEN,14.7,-4.1,26,-0.6,-1,0,-0.4,0,9.5,2016
30,Jared GoffLAR,17,L44-6vs. ARI,7.7,-4.9,29,-1.4,-3.9,0,-2.7,-0.1,8.3,2016
31,Mark SanchezDAL,17,L27-13at PHI,3.7,-5.5,22,-3,-4.3,-0.5,-1.4,0.4,2.8,2016
1,Aaron RodgersGB,18,W38-13vs. NYG,81.5,4.5,47,8.2,5.6,-0.1,-2,0.7,79.3,2016
2,Brock OsweilerHOU,18,W27-14vs. OAK,76.7,3.5,33,6,4.8,0.7,0,0.6,82,2016
3,Russell WilsonSEA,18,W26-6vs. DET,64.2,3.1,33,5.7,3.9,0,-1.8,0,78.9,2016
4,Eli ManningNYG,18,L38-13at GB,46.9,-0.3,49,3.6,3,0.2,-0.6,-0.2,47.6,2016
5,Matt MooreMIA,18,L30-12at PIT,44.9,-2,45,1.3,1.1,-0.5,-0.7,0,34.4,2016
6,Matthew StaffordDET,18,L26-6at SEA,44.1,-1.1,42,2.6,3,-1.1,-0.5,0.2,40.6,2016
7,Connor CookOAK,18,L27-14at HOU,6.5,-11.1,51,-3.8,-5.4,0,-1.5,0.1,4.4,2016
1,Aaron RodgersGB,19,W34-31at DAL,83.1,5,51,9.4,7.3,0.8,-1,0.3,80.1,2016
2,Matt RyanATL,19,W36-20vs. SEA,82,5,43,7.4,6.4,0,-0.9,0.2,83.9,2016
3,Russell WilsonSEA,19,L36-20at ATL,56.1,0.2,40,3.1,0.4,1.1,-1.6,0,52,2016
4,Tom BradyNE,19,W34-16vs. HOU,54.7,0.1,42,4,2.1,0,-1.3,0.6,50.9,2016
5,Brock OsweilerHOU,19,L34-16at NE,17,-6.6,45,-1.7,-4.2,1.4,-1.2,-0.1,11.1,2016
1,Matt RyanATL,20,W44-21vs. GB,97.2,12.4,45,12.3,10.4,1.9,0,0,98,2016
2,Tom BradyNE,20,W36-17vs. PIT,89.6,6.5,46,8.8,8,0.1,-0.7,0,88.1,2016
3,Aaron RodgersGB,20,L44-21at ATL,86.1,6.2,53,5.5,4.2,0.6,-0.5,0.3,84,2016
1,Matt RyanATL,22,L34-28vs. NE,81,2.2,29,3.9,1.6,0,-2.3,0,74.9,2016
2,Tom BradyNE,22,W34-28at ATL,75.8,5.8,73,9.5,6.4,0.5,-1.6,1.1,75.3,2016
