RK,NAME,WEEK,RESULT,QBR,PAA,PLAYS,EPA,PASS,RUN,SACK,PEN,RAW,YEAR
32,Blaine GabbertSF,15,L24-14vs. CIN,20.1,-7.3,63,-0.9,-1.6,0,-0.8,-0.1,16.1,2015
1,Drew BreesNO,16,W38-27vs. JAX,94.3,10.1,43,10.5,9.9,0,-0.3,0.3,96.5,2015
2,Alex SmithKC,16,W17-13vs. CLE,88.5,6,32,8.7,2.1,5,-0.7,1,93.3,2015
3,Brandon WeedenHOU,16,W34-6at TEN,88.2,4.4,29,4.8,3.1,1.4,-0.3,0,89.4,2015
4,Tom BradyNE,16,L26-20at NYJ,87.7,4,35,7.1,5.6,0,-0.9,0.5,83.5,2015
5,AJ McCarronCIN,16,L20-17at DEN,87,3.9,43,7.5,6.8,-0.1,-0.8,0.1,78.1,2015
6,Carson PalmerARI,16,W38-8vs. GB,84.8,3.5,31,5.3,4.1,0,-1.1,0,83.1,2015
7,Matt RyanATL,16,W20-13vs. CAR,83.3,3.4,38,6.9,6.3,-0.5,-1,0,78.2,2015
8,Ryan MallettBAL,16,W20-17vs. PIT,81.2,4.5,46,8.6,8.3,0,-0.6,-0.3,80.2,2015
9,Kirk CousinsWSH,16,W38-24at PHI,79.1,4.6,50,8.4,7.5,0,-0.9,0,78.5,2015
10,Ryan FitzpatrickNYJ,16,W26-20vs. NE,71,2.4,46,6.7,5.9,0.1,-0.6,0.1,67.9,2015
11,Russell WilsonSEA,16,L23-17vs. STL,66.8,2.2,55,5.6,3.1,0.7,-1.9,-0.1,63.7,2015
12,Brock OsweilerDEN,16,W20-17vs. CIN,66.7,1.4,47,5.6,5.2,-0.8,-1.2,0,60.4,2015
13,Jay CutlerCHI,16,W26-21at TB,64.3,1.9,33,4.8,2.4,1.6,-0.7,0.1,69.7,2015
14,Matthew StaffordDET,16,W32-17vs. SF,58.3,3.3,51,7.3,4.7,1,-0.6,1.1,71.6,2015
15,Blaine GabbertSF,16,L32-17at DET,57,1,39,3.9,1.1,0.7,-1.5,0.6,59.3,2015
16,Philip RiversSD,16,L23-20at OAK,53.5,0,56,5.1,4.3,0,-0.7,0.1,49.7,2015
17,Tyrod TaylorBUF,16,W16-6vs. DAL,49.5,0.5,33,3.5,1.1,2.2,-1,-0.8,55.7,2015
18,Teddy BridgewaterMIN,16,W49-17vs. NYG,47.9,1.7,33,4,2.5,0,-1.1,0.4,67.1,2015
19,Johnny ManzielCLE,16,L17-13at KC,47.3,-2,44,2,-2.1,4.7,0,-0.6,34.6,2015
20,Blake BortlesJAX,16,L38-27at NO,45.7,1.5,42,3.1,3.1,-0.3,-0.3,0,62.7,2015
21,Jameis WinstonTB,16,L26-21vs. CHI,45.7,0.9,31,3.3,3.1,-0.3,-0.5,0,60.6,2015
22,Charlie WhitehurstIND,16,W18-12at MIA,44.3,-0.4,20,1.4,0.4,0,-0.5,0.5,42.8,2015
23,Cam NewtonCAR,16,L20-13at ATL,44.1,0,40,3.7,-1.1,3.8,-1.1,-0.1,50.4,2015
24,Zach MettenbergerTEN,16,L34-6vs. HOU,42.6,-2.5,53,1.3,1,0,-0.3,0,34,2015
25,Case KeenumSTL,16,W23-17at SEA,41.4,-1,26,1.3,2,-0.9,0,0.2,36.3,2015
26,Ryan TannehillMIA,16,L18-12vs. IND,27.3,-2.4,47,1.9,-2.6,1.3,-3.4,-0.1,32.8,2015
27,Sam BradfordPHI,16,L38-24vs. WSH,26.1,-4.2,69,1.7,1.7,-1.7,-1.4,0.3,29.9,2015
28,Ben RoethlisbergerPIT,16,L20-17at BAL,25.9,-3,43,1,-1.8,0,-1.2,1.6,27.4,2015
29,Aaron RodgersGB,16,L38-8at ARI,23.9,-5.2,45,-0.6,-3.7,0.6,-2.2,0.4,16.4,2015
30,Derek CarrOAK,16,W23-20vs. SD,20.6,-5,56,0.2,-1.3,0.6,-1.3,-0.4,21.8,2015
31,Kellen MooreDAL,16,L16-6at BUF,15,-5.3,37,-1.9,-1.5,0,0,-0.4,11.5,2015
32,Eli ManningNYG,16,L49-17at MIN,1.9,-10.9,36,-4.9,-5.9,0,-1.3,-0.2,1.4,2015
1,Russell WilsonSEA,17,W36-6at ARI,97.3,7.7,35,6,5.5,0.2,-0.2,0.1,95.7,2015
2,Ryan TannehillMIA,17,W20-10vs. NE,95.1,8.4,42,12.1,9.6,2,-0.5,0.1,94.4,2015
3,Drew BreesNO,17,W20-17at ATL,90.4,7.6,43,11.6,11.2,0,0,0.3,92.4,2015
4,Ben RoethlisbergerPIT,17,W28-12at CLE,84.5,5.4,40,8.5,8.4,0,0,0.1,86.9,2015
5,Matt RyanATL,17,L20-17vs. NO,76.4,5.9,39,9.5,9.1,-0.4,-0.6,0.1,89.3,2015
6,Matthew StaffordDET,17,W24-20at CHI,74.8,4.5,47,8.7,6.4,1.1,-1.3,-0.1,79.4,2015
7,Cam NewtonCAR,17,W38-10vs. TB,74,4.3,39,5.9,3.1,0.4,-2.2,0.2,82.8,2015
8,Sam BradfordPHI,17,W35-30at NYG,69.4,3.8,40,7.4,6.8,0,-0.3,0.2,79.2,2015
9,Tyrod TaylorBUF,17,W22-17vs. NYJ,61,1.1,40,4.6,4.4,-0.7,-1,-0.1,59.4,2015
10,Alex SmithKC,17,W23-17vs. OAK,59.7,1.4,37,4.3,0.5,2.8,-0.6,0.4,62.7,2015
11,Jay CutlerCHI,17,L24-20vs. DET,58.4,1.5,29,4.1,2.3,0.6,-1,0.2,67.1,2015
12,Eli ManningNYG,17,L35-30vs. PHI,53.4,1.1,47,5.2,4,0,-1,0.1,58,2015
13,Josh FreemanIND,17,W30-24vs. TEN,51.8,1.2,36,4.4,2.4,1.2,-0.9,0,61.5,2015
14,Case KeenumSTL,17,L19-16at SF,49.5,0.8,40,4.5,4.3,0.1,0,0.1,57.2,2015
15,Ryan MallettBAL,17,L24-16at CIN,46,-3.1,61,2.2,1.6,0,-0.7,-0.2,33,2015
16,Carson PalmerARI,17,L36-6vs. SEA,42.6,-0.4,26,1.5,1.6,0,0,-0.1,44.1,2015
17,Jameis WinstonTB,17,L38-10at CAR,39.7,-4.2,55,0.5,-0.4,0.3,-0.4,0.2,25.2,2015
18,Aaron RodgersGB,17,L20-13vs. MIN,37.8,-1.6,54,3,0.1,0,-2.3,0.6,39.8,2015
19,Philip RiversSD,17,L27-20at DEN,36.9,-3.9,47,0.5,0.2,-1.4,-1.5,0.2,23.8,2015
20,Ryan FitzpatrickNYJ,17,L22-17at BUF,33.9,-2.9,42,0.9,0.6,0.2,-0.4,-0.2,27.4,2015
21,Brock OsweilerDEN,17,W27-20vs. SD,33.9,-1,24,1.2,0.7,0,-0.6,0,35.5,2015
22,Austin DavisCLE,17,L28-12vs. PIT,28.4,-4.1,60,1.1,-3.1,1.8,-2.5,-0.1,27.3,2015
23,Blaine GabbertSF,17,W19-16vs. STL,27.2,-4.2,50,0.4,0.6,-0.8,-0.4,0.2,23.2,2015
24,AJ McCarronCIN,17,W24-16vs. BAL,26.2,-1.9,38,1.6,1.2,-0.9,-1.1,0.1,33.3,2015
25,Tom BradyNE,17,L20-10at MIA,24.4,-2.4,28,0.2,-1.7,0,-0.8,1.1,23.2,2015
26,Derek CarrOAK,17,L23-17at KC,21.2,-5.7,44,-1.3,-3.9,0.3,-2.3,0.1,13.7,2015
27,Brian HoyerHOU,17,W30-6vs. JAX,20.6,-2.8,49,1.3,0.7,0,-0.7,-0.1,30.7,2015
28,Kellen MooreDAL,17,L34-23vs. WSH,19.2,-4.8,54,0.1,0,-1.4,-1.5,-0.1,22.3,2015
29,Blake BortlesJAX,17,L30-6at HOU,11.8,-7.7,41,-2.6,-6.4,0,-3.4,0.3,6.6,2015
30,Drew StantonARI,17,L36-6vs. SEA,6.9,-3.8,21,-0.5,-0.7,0,-0.2,0,7.3,2015
31,Teddy BridgewaterMIN,17,W20-13at GB,3.8,-6.4,25,-4,-3.9,-1.5,-1.3,0.1,2.6,2015
1,Aaron RodgersGB,18,W35-18at WSH,82.4,4.4,43,8.1,6.7,0,-0.6,0.8,81,2015
2,Alex SmithKC,18,W30-0at HOU,65.3,0,31,2.1,0.5,0.7,-0.7,0.2,49.8,2015
3,Kirk CousinsWSH,18,L35-18vs. GB,58.9,0.9,55,4.2,2,0.5,-2.2,-0.4,55.8,2015
4,Ben RoethlisbergerPIT,18,W18-16at CIN,58.4,-0.5,35,2.6,1,0,-1.6,0,44.8,2015
5,AJ McCarronCIN,18,L18-16vs. PIT,33.8,-2.7,52,2,-0.3,0.2,-1.5,0.7,32.6,2015
6,Brian HoyerHOU,18,L30-0vs. KC,5.7,-8.2,38,-3.2,-5.1,0,-1.6,0.3,4.5,2015
1,Tom BradyNE,19,W27-20vs. KC,89.8,6.1,45,9.3,7.9,1.4,0,-0.1,87.3,2015
2,Cam NewtonCAR,19,W31-24vs. SEA,72.8,2.4,32,2.8,3.2,-0.5,-0.2,-0.1,74,2015
3,Alex SmithKC,19,L27-20at NE,72.3,2.4,63,6.6,3.2,2.9,-0.4,0.1,63.1,2015
4,Aaron RodgersGB,19,L26-20at ARI,65.8,0.6,49,4.8,3.8,1,-0.1,-0.2,54.6,2015
5,Carson PalmerARI,19,W26-20vs. GB,56,0.4,47,4.7,3.6,0,-1,0,52.9,2015
6,Ben RoethlisbergerPIT,19,L23-16at DEN,45.2,-2.4,42,1.4,-0.8,0,-1.9,0.2,30.6,2015
7,Peyton ManningDEN,19,W23-16vs. PIT,44,-0.8,41,3,1.8,0,-0.4,0.7,43,2015
1,Cam NewtonCAR,20,W49-15vs. ARI,87.9,5.3,42,5.6,3.1,1.8,-0.3,0.4,85.7,2015
2,Tom BradyNE,20,L20-18at DEN,52.1,-2.6,67,3.6,0.3,1.5,-2,-0.2,36.7,2015
3,Peyton ManningDEN,20,W20-18vs. NE,36,-2,40,1.6,-0.1,-0.3,-1.6,0.4,32.8,2015
4,Carson PalmerARI,20,L49-15at CAR,16.6,-7.4,46,-1.7,-2.5,0,-0.6,0.2,9.3,2015
1,Cam NewtonCAR,22,L24-10at DEN,31.9,-5.1,58,0.3,-4.3,2.1,-3,-0.5,22.4,2015
2,Peyton ManningDEN,22,W24-10vs. CAR,8.6,-6.3,31,-3.2,-6,0,-2.5,0.2,5.3,2015
1,Jameis WinstonTB,1,W31-24at ATL,91.2,5.7,37,9.2,8.6,-0.3,0,0.9,89.8,2016
2,Blaine GabbertSF,1,W28-0vs. LAR,87.3,6.8,46,8.6,5,3.2,0,0.4,88.9,2016
3,Matthew StaffordDET,1,W39-35at IND,85.6,5.4,43,9.3,8.1,0.8,-0.6,-0.2,85.3,2016
4,Philip RiversSD,1,L33-27at KC,84,3.5,39,5.5,5,0.3,-0.2,0.1,78,2016
5,Aaron RodgersGB,1,W27-23at JAX,83.2,4.6,44,9,6.5,1.8,-0.2,0.5,81.3,2016
6,Ben RoethlisbergerPIT,1,W38-16at WSH,83,5.5,38,8.7,8.7,-0.5,-0.5,0,88.5,2016
7,Eli ManningNYG,1,W20-19at DAL,79.3,2.6,32,5.8,5.1,0,-0.7,0.1,75.9,2016
8,Andrew LuckIND,1,L39-35vs. DET,72.9,6.6,54,11.3,9,1.4,-0.9,-0.1,84.9,2016
9,Jimmy GaroppoloNE,1,W23-21at ARI,69.7,1.9,42,6,6.6,-1.1,-0.8,-0.3,65.5,2016
10,Drew BreesNO,1,L35-34vs. OAK,69.6,3.7,49,8.4,7.6,-0.3,-0.5,0.6,74.2,2016
11,Derek CarrOAK,1,W35-34at NO,67.9,3.7,47,8.2,6.2,1.3,0,0.8,75.5,2016
12,Carson PalmerARI,1,L23-21vs. NE,62.7,1,43,5.3,4,0.1,-1.3,-0.1,58.4,2016
13,Brock OsweilerHOU,1,W23-14vs. CHI,61.7,3.1,41,6.9,4.7,1.4,-0.7,0.1,74.2,2016
14,Shaun HillMIN,1,W25-16at TEN,61.4,0.5,35,3.9,4.2,-0.2,0,-0.1,54.6,2016
15,Cam NewtonCAR,1,L21-20at DEN,58.2,-0.6,49,4.4,2.2,0.9,-1.3,0,46,2016
16,Dak PrescottDAL,1,L20-19vs. NYG,57.7,0.6,47,5.2,4.8,0.6,0,-0.2,54.2,2016
17,Blake BortlesJAX,1,L27-23vs. GB,55.9,1.9,48,6.6,4.8,-0.1,-1.8,0.1,63.3,2016
18,Jay CutlerCHI,1,L23-14at HOU,55,-0.5,37,2.7,-0.3,0.1,-2.4,0.4,45.3,2016
19,Joe FlaccoBAL,1,W13-7vs. BUF,53.5,1.3,41,5.5,5.3,-1.5,-2,-0.4,60.9,2016
20,Alex SmithKC,1,W33-27vs. SD,53.3,0.9,57,5.1,2.9,0.7,-1.4,0.1,55.5,2016
21,Marcus MariotaTEN,1,L25-16vs. MIN,51.1,-0.5,50,3.8,4.4,-1.2,-0.8,-0.2,46.5,2016
22,Andy DaltonCIN,1,W23-22at NYJ,50.4,-0.2,42,4,0.8,0,-2.8,0.4,48.1,2016
23,Carson WentzPHI,1,W29-10vs. CLE,49.1,1.4,46,5.3,5.5,-1.5,-1,0.3,60.4,2016
24,Kirk CousinsWSH,1,L38-16vs. PIT,43.3,-1.5,50,2.6,3.1,-0.4,0,-0.2,39.4,2016
25,Trevor SiemianDEN,1,W21-20vs. CAR,42.1,-1.2,32,2.1,-1,1.4,-1.2,0.4,37.5,2016
26,Ryan FitzpatrickNYJ,1,L23-22vs. CIN,39.9,-0.4,40,3.6,2.5,0.2,-0.5,0.4,46.6,2016
27,Matt RyanATL,1,L31-24vs. TB,36.2,-1.5,48,2.9,2.2,-0.6,-1.6,-0.3,39.1,2016
28,Tyrod TaylorBUF,1,L13-7at BAL,36,-1.5,31,1.7,1,-0.4,-1.3,-0.3,33.7,2016
29,Russell WilsonSEA,1,W12-10vs. MIA,34,-2.6,53,2.8,3.1,-1.2,-1.2,-0.3,33.4,2016
30,Ryan TannehillMIA,1,L12-10at SEA,33.8,-2.3,40,1.7,0,0.2,-1.5,-0.1,30.7,2016
31,Robert Griffin IIICLE,1,L29-10at PHI,23.1,-3.8,36,-0.1,-2.1,0.6,-0.9,0.5,18.3,2016
32,Case KeenumLAR,1,L28-0at SF,4.1,-8.7,39,-3.3,-3.5,-0.4,-0.6,0,4,2016
1,Jimmy GaroppoloNE,2,W31-24vs. MIA,99,8.6,27,8.5,8.6,0,0,-0.1,98.9,2016
2,Matt RyanATL,2,W35-28at OAK,96.9,9.3,39,13,11.3,0.9,-0.4,0.3,96.7,2016
3,Ryan FitzpatrickNYJ,2,W37-31at BUF,89.7,7,45,11.5,9.2,1,-0.4,0.8,89.9,2016
4,Carson PalmerARI,2,W40-7vs. TB,81.3,3.7,33,5.9,5.4,0,-0.2,0.3,83.1,2016
5,Philip RiversSD,2,W38-14vs. JAX,79.1,3.7,34,3.8,2.4,0.3,-0.4,0.7,82.4,2016
6,Dak PrescottDAL,2,W27-23at WSH,78.8,4.9,39,8.7,5.7,1.5,-1.4,0.2,85.5,2016
7,Ryan TannehillMIA,2,L31-24at NE,77.3,2.9,53,4.4,3.3,0.9,0,0.2,68.5,2016
8,Joe FlaccoBAL,2,W25-20at CLE,71.2,3.5,46,7.1,7.1,0,0,0,74.5,2016
9,Tyrod TaylorBUF,2,L37-31vs. NYJ,71.1,2.6,34,4.7,3.3,1.4,0,0.1,74.8,2016
10,Cam NewtonCAR,2,W46-27vs. SF,70.8,3.9,48,7.4,6.4,0.7,-0.1,0.1,76,2016
11,Derek CarrOAK,2,L35-28vs. ATL,68.5,3.3,53,8,6,0.2,-0.2,1.5,70.8,2016
12,Andrew LuckIND,2,L34-20at DEN,67,0.8,55,5.6,1,2.4,-1.8,0.5,55.4,2016
13,Josh McCownCLE,2,L25-20vs. BAL,62.8,2,39,5.3,4.4,-0.4,-1.3,0.1,67.7,2016
14,Ben RoethlisbergerPIT,2,W24-16vs. CIN,61.7,2.1,41,6,4.3,1.2,-0.5,0.1,67.2,2016
15,Aaron RodgersGB,2,L17-14at MIN,57,-0.6,50,4.4,-1.7,1.8,-2.1,2.2,45.5,2016
16,Eli ManningNYG,2,W16-13vs. NO,56.9,3.1,47,7.9,6.3,0,-0.9,0.7,71.7,2016
17,Kirk CousinsWSH,2,L27-23vs. DAL,54.6,1,53,6.1,4.3,0.9,-0.7,0.2,56.6,2016
18,Blaine GabbertSF,2,L46-27at CAR,52.3,-1.1,42,2.1,1.6,0.3,-0.3,-0.1,40.7,2016
19,Sam BradfordMIN,2,W17-14vs. GB,51.1,1,40,4.9,2.1,0,-2.7,0.1,58.7,2016
20,Marcus MariotaTEN,2,W16-15at DET,50.7,1.5,44,5.8,2.4,0.3,-1.6,1.5,61.9,2016
21,Matthew StaffordDET,2,L16-15vs. TEN,50.2,0,50,4.9,1.9,1.9,-0.8,0.3,50.1,2016
22,Andy DaltonCIN,2,L24-16at PIT,49.9,-1.9,61,3.8,3,0,-0.2,0.7,39.1,2016
23,Drew BreesNO,2,L16-13at NYG,47.6,-1.8,49,3.2,2.1,0,-1.2,-0.1,37.4,2016
24,Brock OsweilerHOU,2,W19-12vs. KC,47.4,-0.5,35,2.9,1.7,0,-1.2,0,44.6,2016
25,Trevor SiemianDEN,2,W34-20vs. IND,46.5,0.4,41,4.3,1.8,0.3,-0.7,1.6,53,2016
26,Carson WentzPHI,2,W29-14at CHI,45.4,0.3,42,4.1,3.3,-0.2,-1.2,-0.2,52.9,2016
27,Case KeenumLAR,2,W9-3vs. SEA,39.6,-0.8,38,3,0.8,0,-1.8,0.4,42.9,2016
28,Russell WilsonSEA,2,L9-3at LAR,29.4,-3.3,47,1.5,2.1,-1.9,-0.7,0.5,27,2016
29,Jameis WinstonTB,2,L40-7at ARI,22.3,-6,59,0,-1.3,0.2,-0.5,0.6,19.2,2016
30,Blake BortlesJAX,2,L38-14at SD,19.4,-6.7,59,-0.3,-1.3,0.6,-0.4,0,16.6,2016
31,Alex SmithKC,2,L19-12at HOU,12.5,-8.2,49,-2.7,-2.7,-1.6,-1.5,0.2,8.5,2016
32,Jay CutlerCHI,2,L29-14vs. PHI,9.4,-3.7,23,-1.4,-2.4,0,-1.1,0,9.3,2016
1,Aaron RodgersGB,3,W34-27vs. DET,97.6,9.1,29,8.3,5.6,1.1,-0.1,1.4,98.8,2016
2,Dak PrescottDAL,3,W31-17vs. CHI,97.3,8.5,29,9,6.3,2.7,0,-0.1,98.4,2016
3,Russell WilsonSEA,3,W37-18vs. SF,90.1,4.9,28,5.7,5.4,0.1,-0.2,0,92.2,2016
4,Matt RyanATL,3,W45-32at NO,86.8,5.7,36,8.5,5,1.8,-1.3,0.4,90.5,2016
5,Trevor SiemianDEN,3,W29-17at CIN,83.2,5,45,9.5,8.4,0.3,-0.7,0.1,82.7,2016
6,Carson WentzPHI,3,W34-3vs. PIT,77.5,2.7,35,5.6,5.5,0,0,0.1,74.6,2016
7,Kirk CousinsWSH,3,W29-27at NYG,74.8,2.1,44,6.5,6.3,-0.9,-0.8,0.3,66.1,2016
8,Matthew StaffordDET,3,L34-27at GB,69.2,2.8,48,5.2,4.2,0.4,-0.8,-0.2,69.8,2016
9,Andy DaltonCIN,3,L29-17vs. DEN,63.4,1,43,4.2,0.1,2.7,-1,0.4,58.3,2016
10,Alex SmithKC,3,W24-3vs. NYJ,62,1.8,38,4.7,3.8,0,-0.8,0.2,66.2,2016
11,Jacoby BrissettNE,3,W27-0vs. HOU,60,0.6,31,2.8,-0.8,2.4,-0.6,0.6,56.3,2016
12,Jameis WinstonTB,3,L37-32vs. LAR,59.8,2.9,70,9.3,8,0,-1.2,0.1,64.2,2016
13,Ben RoethlisbergerPIT,3,L34-3at PHI,55.8,-0.2,52,3,0.7,1,-1.1,0.2,48.4,2016
14,Philip RiversSD,3,L26-22at IND,55.2,0.6,45,5,5.3,-0.2,-1.2,-1.3,54.8,2016
15,Tyrod TaylorBUF,3,W33-18vs. ARI,50.9,0.4,37,3.6,-1.2,3.6,-1.1,0.1,54.2,2016
16,Andrew LuckIND,3,W26-22vs. SD,50.6,0.4,49,5.3,3,0,-1.3,0.9,52.8,2016
17,Cody KesslerCLE,3,L30-24at MIA,48.9,-1,45,3.5,2.5,0,-1.6,-0.6,42,2016
18,Sam BradfordMIN,3,W22-10at CAR,46.5,-1.3,30,1.6,0.5,0,-1.3,-0.2,35.2,2016
19,Derek CarrOAK,3,W17-10at TEN,45.7,-1.3,40,2.7,2.7,0,-0.5,-0.5,38.9,2016
20,Brian HoyerCHI,3,L31-17at DAL,42.4,-1.9,54,1.7,2,-0.4,-0.2,0,37.7,2016
21,Case KeenumLAR,3,W37-32at TB,39.7,-1.4,34,2,1.2,-0.4,-0.4,0.8,36,2016
22,Drew BreesNO,3,L45-32vs. ATL,38.3,-1.5,59,3.4,2.6,-0.1,-0.8,0.2,40.9,2016
23,Blake BortlesJAX,3,L19-17vs. BAL,35.8,-1.4,47,3.3,0.9,0.8,-1.6,0.1,39.9,2016
24,Joe FlaccoBAL,3,W19-17at JAX,35.8,-2.4,47,2.4,0.4,1.5,-0.8,-0.4,33,2016
25,Brock OsweilerHOU,3,L27-0at NE,34.6,-3.5,44,0.5,-0.5,0.2,-0.8,0,24.3,2016
26,Blaine GabbertSF,3,L37-18at SEA,31,-2.1,31,0.6,0.2,0.5,0,-0.1,28.1,2016
27,Eli ManningNYG,3,L29-27vs. WSH,30.7,-0.2,41,3.9,3.1,0,-0.8,0.1,48,2016
28,Ryan TannehillMIA,3,W30-24vs. CLE,24.3,-2,42,2.2,2.6,-0.1,-0.1,-0.4,33.4,2016
29,Cam NewtonCAR,3,L22-10vs. MIN,12.2,-7.9,52,-2.2,-6.2,0.9,-3.4,-0.3,10.4,2016
30,Carson PalmerARI,3,L33-18at BUF,10.5,-9.1,61,-1.8,-3.3,-0.2,-1.5,0.3,10.8,2016
31,Ryan FitzpatrickNYJ,3,L24-3at KC,5.8,-11.2,50,-4.6,-6.4,1.3,0,0.5,4,2016
32,Marcus MariotaTEN,3,L17-10vs. OAK,2.3,-10.2,41,-5.8,-2,-4,-0.2,0,2.9,2016
1,Ben RoethlisbergerPIT,4,W43-14vs. KC,98,8.8,33,6.6,5.7,0,-0.7,0.2,97.8,2016
2,Matt RyanATL,4,W48-33vs. CAR,96.8,9.5,42,11.6,9.4,1.1,-1.1,0,96.1,2016
3,Sam BradfordMIN,4,W24-10vs. NYG,84.9,4.7,42,7.3,6.8,-0.1,0,0.6,83,2016
4,Dak PrescottDAL,4,W24-17at SF,81.4,4.4,42,8.2,6.4,0.6,-1.2,0.1,81.3,2016
5,Russell WilsonSEA,4,W27-17at NYJ,79,3.3,38,6.2,6.2,-0.6,-0.6,-0.1,77.4,2016
6,Brian HoyerCHI,4,W17-14vs. DET,75.9,5.5,41,9.3,8.2,0,-0.9,0.3,86.8,2016
7,Tyrod TaylorBUF,4,W16-0at NE,75.8,2.2,47,5.5,4.4,0.7,-0.4,0,65.7,2016
8,Paxton LynchDEN,4,W27-7at TB,74.4,1.7,26,3.6,3.3,0,-0.1,0.2,71.3,2016
9,Derek CarrOAK,4,W28-27at BAL,72.7,2.5,41,6.6,6.5,0,0,0.1,70.6,2016
10,Derek AndersonCAR,4,L48-33at ATL,71.9,1.6,30,1.8,1.8,0,0,0.1,68.5,2016
11,Drew BreesNO,4,W35-34at SD,71.8,2,39,5.6,4.7,0,-1,-0.1,67.8,2016
12,Andy DaltonCIN,4,W22-7vs. MIA,61.2,1.3,39,4.6,4.1,-0.4,-0.6,0.3,61.4,2016
13,Brock OsweilerHOU,4,W27-20vs. TEN,60.7,1.2,41,5.2,3.2,1.4,-0.5,0.1,60.6,2016
14,Blake BortlesJAX,4,W30-27vs. IND,57,1.3,46,5.5,3,0.9,-0.7,0.9,59.9,2016
15,Case KeenumLAR,4,W17-13at ARI,53.2,-0.2,37,3.6,1.4,0.9,-0.9,0.4,48.5,2016
16,Andrew LuckIND,4,L30-27at JAX,53.1,0.5,56,5.3,-1,1.9,-2.4,2,53.5,2016
17,Philip RiversSD,4,L35-34vs. NO,50.4,2.5,49,7.2,6.1,0,-0.9,0.1,67.1,2016
18,Blaine GabbertSF,4,L24-17vs. DAL,49.5,0.2,36,3.7,3.6,-0.1,-0.3,-0.1,51.5,2016
19,Kirk CousinsWSH,4,W31-20vs. CLE,48.4,1,33,4.3,1.2,0,-1.6,1.5,60.5,2016
20,Joe FlaccoBAL,4,L28-27vs. OAK,47.6,0.6,62,6.8,4.5,1.1,-1,0.2,53.4,2016
21,Cam NewtonCAR,4,L48-33at ATL,45.4,-0.8,32,2,1.3,0.4,-0.3,0,41.3,2016
22,Jameis WinstonTB,4,L27-7vs. DEN,41.8,-1.8,47,2.3,-3.3,3,-1.6,1,36.9,2016
23,Carson PalmerARI,4,L17-13vs. LAR,41.2,-0.6,41,3.6,2.1,0,-1.7,-0.2,45.1,2016
24,Marcus MariotaTEN,4,L27-20at HOU,36.3,-2.9,41,1.3,0.5,-0.1,-0.4,0.4,27.1,2016
25,Alex SmithKC,4,L43-14at PIT,35.7,-4.3,59,0.7,0.1,-0.2,-0.7,0.1,26.4,2016
26,Ryan FitzpatrickNYJ,4,L27-17vs. SEA,30.8,-2.3,49,2.1,0.4,-0.2,-1.2,0.7,33.8,2016
27,Matthew StaffordDET,4,L17-14at CHI,28.3,-2,46,2.5,-0.3,1.3,-0.9,0.6,34.8,2016
28,Cody KesslerCLE,4,L31-20at WSH,26.6,-1.7,46,2.4,1.8,0,-0.3,0.3,36.9,2016
29,Jacoby BrissettNE,4,L16-0vs. BUF,24.1,-2.1,36,1,2.2,-1.7,-0.6,-0.1,30.1,2016
30,Eli ManningNYG,4,L24-10at MIN,24,-5.5,48,-0.4,-0.7,0,0,0.3,16.6,2016
31,Ryan TannehillMIA,4,L22-7at CIN,17.2,-3.5,31,-0.3,-2.9,0,-1.9,0.7,16.6,2016
1,Tom BradyNE,5,W33-13at CLE,94.6,9.9,46,9.7,9,0.3,-0.1,0.3,95.4,2016
2,Marcus MariotaTEN,5,W30-17at MIA,91.1,5.2,36,8.1,3.1,4.9,0,0.2,88.4,2016
3,Sam BradfordMIN,5,W31-13vs. HOU,88.9,5,37,5.8,4.8,0,-0.8,0.2,87.3,2016
4,Philip RiversSD,5,L34-31at OAK,88.4,4.8,34,7.9,6.6,0,-0.7,0.7,87.9,2016
5,Dak PrescottDAL,5,W28-14vs. CIN,81.2,3.6,30,3.9,3.6,0.1,-0.1,0,84.5,2016
6,Ben RoethlisbergerPIT,5,W31-13vs. NYJ,79,5.4,51,9.2,8.8,0,-0.2,0.1,81.9,2016
7,Tyrod TaylorBUF,5,W30-19at LAR,74.4,2.2,30,5.2,1.8,2.4,-0.7,0.4,73.7,2016
8,Matt RyanATL,5,W23-16at DEN,73.1,1.2,33,3.9,2.2,0.4,-1,0.3,62.4,2016
9,Ryan FitzpatrickNYJ,5,L31-13at PIT,69.5,1.1,42,4.6,2.9,0.6,-1.1,0,59.5,2016
10,Aaron RodgersGB,5,W23-16vs. NYG,65.4,1.7,49,6.2,3.7,2.3,0,0.1,62.2,2016
11,Brian HoyerCHI,5,L29-23at IND,62.1,1.6,48,6.5,7.2,0,0,-0.7,61.7,2016
12,Andrew LuckIND,5,W29-23vs. CHI,58.6,3.6,53,9,7.9,-0.2,-2.1,-0.9,72.5,2016
13,Jameis WinstonTB,5,W17-14at CAR,58,-0.4,40,3.6,2.2,0.7,-1.4,-0.6,46.3,2016
14,Matthew StaffordDET,5,W24-23vs. PHI,54.6,0.4,38,4.1,0.6,1.7,-1.6,0.3,54.1,2016
15,Kirk CousinsWSH,5,W16-10at BAL,43,-1.2,45,3.3,3.4,-1.4,-0.9,0.4,40.5,2016
16,Derek CarrOAK,5,W34-31vs. SD,42.3,-0.8,52,4.5,2.8,0.7,-1,0,44.5,2016
